10992961,0.0625,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.0,0.125,0.0,0.0625,0.0,0.125,0.0,0.0625,0.0625,0.0,0.0,0.0,0.125,0.0625,0.0,0.0625,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.125,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.125,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0
94214,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
119138,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.125,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0
9829523,0.0625,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0,0.125,0.0,0.0625,0.125,0.0,0.0625,0.0,0.0,0.125,0.0625,0.125,0.0,0.0625,0.0625,0.125,0.0,0.0,0.0,0.1875,0.0625,0.125,0.0625,0.0,0.0,0.0,0.0,0.0625,0.125,0.0625,0.125,0.125,0.0,0.0,0.0625,0.125,0.0625,0.125,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.1875,0.0625,0.0625,0.125,0.0,0.0,0.125,0.0,0.0625,0.0,0.125,0.0,0.0,0.1875,0.1875,0.0,0.125,0.0625,0.1875,0.0,0.25,0.0,0.0,0.0,0.0625,0.125,0.0625,0.0625,0.0,0.0625,0.0,0.0625,0.1875,0.125,0.0625,0.0,0.0,0.125,0.0625,0.125,0.125,0.125,0.0625,0.1875,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0625,0.0,0.125,0.0625,0.0625,0.0,0.0625,0.1875,0.0625,0.0625,0.0
126565,0.1875,0.0,0.0625,0.0625,0.125,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.0625,0.0625,0.0,0.1875,0.0625,0.0625,0.125,0.0,0.0,0.125,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.125,0.125,0.0,0.0,0.0625,0.25,0.0,0.1875,0.0,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0,0.125,0.125,0.0625,0.125,0.0,0.0,0.0625,0.0,0.125,0.0625,0.0625,0.0,0.1875,0.0,0.0625,0.0,0.0,0.125,0.0,0.0625,0.125,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.0625
44259,0.0625,0.0,0.125,0.0,0.125,0.0625,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.125,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.125,0.0,0.0,0.125,0.0625,0.125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.125,0.0625,0.0625,0.125,0.0,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0625,0.125,0.1875,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.1875,0.0625,0.0625,0.125,0.0,0.0,0.125,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.1875,0.0,0.0625,0.0625,0.1875,0.0,0.1875,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.125,0.0625,0.125,0.0625,0.125,0.0,0.125,0.1875,0.0,0.0625,0.0625,0.125,0.0,0.1875,0.0,0.0,0.0,0.0,0.0625,0.0,0.125,0.0625,0.0,0.125,0.0,0.0,0.0625,0.0625,0.125,0.125,0.0,0.0
9809715,0.1875,0.0,0.1875,0.125,0.125,0.125,0.125,0.0,0.0,0.0625,0.0,0.125,0.0625,0.0625,0.0,0.0625,0.0625,0.125,0.0,0.0625,0.0,0.0,0.0625,0.0,0.1875,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.125,0.0,0.0625,0.0625,0.0625,0.0625,0.125,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0625,0.0625,0.0625,0.1875,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.125,0.125,0.125,0.0625,0.0625,0.0625,0.125,0.0,0.0625,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0625,0.0,0.0,0.125,0.1875,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.125,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.125,0.0,0.125,0.0,0.0,0.25,0.1875,0.0,0.0625,0.0,0.0625,0.0625,0.125,0.0,0.0,0.0,0.0625,0.0625,0.125,0.0,0.0625,0.0,0.0625,0.125,0.0,0.0625,0.0
24889392,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.125,0.0625,0.0625,0.125,0.0,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.25,0.0625,0.125,0.0625,0.0625,0.0,0.0,0.0,0.125,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.125,0.0625,0.1875,0.0625,0.0625,0.125,0.0625,0.0,0.0,0.0,0.125,0.0,0.25,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.25,0.0,0.125,0.0,0.0,0.125,0.0625,0.0625,0.0625,0.125,0.0625,0.0,0.0625,0.125,0.0625,0.0625,0.0,0.125,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.1875,0.0625,0.0,0.0,0.1875,0.0625,0.125,0.0625,0.0625,0.0,0.0625,0.125,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.125,0.0625,0.0,0.125,0.0625,0.0625,0.0,0.125,0.125,0.125,0.125,0.0625,0.0,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.0625,0.0
216239,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.1875,0.0625,0.0625,0.0625,0.0,0.125,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0,0.125,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0625,0.125,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0,0.125,0.0625,0.125,0.0,0.125,0.0625,0.1875,0.0,0.125,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.125,0.0625,0.0,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.125,0.0,0.0,0.0625,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.125,0.0625,0.0625,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.125,0.0,0.125,0.0625
3038522,0.25,0.0625,0.125,0.125,0.0,0.125,0.0625,0.0625,0.125,0.0625,0.0625,0.125,0.0625,0.0625,0.0625,0.125,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0625,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.1875,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.125,0.0625,0.0625,0.0,0.1875,0.0625,0.125,0.0625,0.0,0.125,0.125,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0625,0.125,0.0625,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0,0.125,0.125,0.125,0.0,0.0625,0.0625,0.1875,0.0,0.1875,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.0625,0.0625,0.0625,0.0,0.1875,0.125,0.125,0.0,0.0625,0.0,0.0625,0.0,0.125,0.0,0.0,0.0,0.125,0.0625,0.0625,0.0,0.0
